"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info""";;;;;;;;;;;;;;;;;;time 2;time 1;delay; delay2 ;delay 1;   jitter
"3982,""48.827914"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1048561 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3983,""48.828258"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1048561 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3984,""48.828452"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1049921 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3985,""48.828489"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1051281 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3986,""48.866609"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1051281 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3987,""48.872639"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=1054001 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3988,""48.872762"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=6993 Ack=1052641 Win=515 Len=0 SLE=1054001 SRE=1055361""";;;;;;;;;;;;;;;;;;;;;;;
"3989,""48.873129"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52748 [ACK] Seq=1052641 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3990,""48.873176"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1055361 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3991,""48.878783"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1055361 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3992,""48.878895"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1056721 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3993,""48.893646"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=669651 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3994,""48.933836"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=671011 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"3995,""48.949656"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=1058081 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3996,""48.949774"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3992#1] 52748  >  80 [ACK] Seq=6993 Ack=1056721 Win=515 Len=0 SLE=1058081 SRE=1059441""";;;;;;;;;;;;;;;;;;;;;;;
"3997,""48.961792"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1059441 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"3998,""48.961911"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3992#2] 52748  >  80 [ACK] Seq=6993 Ack=1056721 Win=515 Len=0 SLE=1058081 SRE=1060801""";;;;;;;;;;;;;;;;;;;;;;;
"3999,""48.962255"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1060801 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4000,""48.962294"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3992#3] 52748  >  80 [ACK] Seq=6993 Ack=1056721 Win=515 Len=0 SLE=1058081 SRE=1062161""";;;;;;;;;;;;;;;;;;;;;;;
"4001,""48.962673"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52748 [ACK] Seq=1056721 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4002,""48.962730"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1062161 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4003,""49.002608"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=1063521 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4004,""49.002750"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4002#1] 52748  >  80 [ACK] Seq=6993 Ack=1062161 Win=515 Len=0 SLE=1063521 SRE=1064881""";;;;;;;;;;;;;;;;;;;;;;;
"4005,""49.008666"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=1062161 Ack=6993 Win=181 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"4006,""49.008666"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=671011 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4007,""49.008798"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1064881 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4008,""49.009375"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=672371 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4009,""49.009457"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=673731 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4010,""49.009779"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=673731 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4011,""49.009872"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=675091 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4012,""49.009906"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=676451 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4013,""49.014493"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1064881 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4014,""49.020732"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1066241 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4015,""49.020840"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1067601 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4016,""49.021136"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1067601 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4017,""49.060987"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1068961 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4018,""49.245265"",""192.168.43.22"",""192.229.232.240"",""HTTP"",""491"",""GET /filestreamingservice/files/3a6e3973-1652-476a-a31a-1a15a3fab777?P1=1602185137&P2=402&P3=2&P4=Yp%2bpWUSA4iM2WCSE0J6nNZIoM1P2lurkID6zoW6ujZTd3WGmDPTcz6RxnotI07zVKXOfzG5T4i4ax6iD6C0Lhw%3d%3d HTTP/1.1 """;;;;;;;;;;;;;;;;;;;;;;;
"4019,""49.357636"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1068961 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4020,""49.363836"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1070321 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4021,""49.363836"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52747 [ACK] Seq=676451 Ack=4371 Win=175 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4022,""49.363966"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1071681 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4023,""49.364073"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=679171 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4024,""49.365299"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52747 [ACK] Seq=679171 Ack=4371 Win=175 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4025,""49.365299"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=1071681 Ack=6993 Win=181 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4026,""49.365406"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=681891 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4027,""49.365492"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1074401 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4028,""49.365893"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=1074401 Ack=6993 Win=181 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4029,""49.365947"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1077121 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4030,""49.366189"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=806845 Ack=5682 Win=172 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4031,""49.366250"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3970#1] 52755  >  80 [ACK] Seq=5682 Ack=798685 Win=510 Len=0 SLE=806845 SRE=808205""";;;;;;;;;;;;;;;;;;;;;;;
"4032,""49.366604"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=681891 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4033,""49.407261"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=683251 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4034,""49.429842"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1077121 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4035,""49.436049"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=1078481 Ack=6993 Win=181 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4036,""49.436049"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52755 [ACK] Seq=808205 Ack=5682 Win=172 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4037,""49.436189"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 3970#2] 52755  >  80 [ACK] Seq=5682 Ack=798685 Win=510 Len=0 SLE=806845 SRE=809565""";;;;;;;;;;;;;;;;;;;;;;;
"4038,""49.436289"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1081201 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4039,""49.436630"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1081201 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4040,""49.436630"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=683251 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4041,""49.436681"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1082561 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4042,""49.436949"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=684611 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4043,""49.436983"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52747  >  80 [ACK] Seq=4371 Ack=685971 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4044,""49.437348"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52755 [ACK] Seq=798685 Ack=5682 Win=172 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4045,""49.437387"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=5682 Ack=800045 Win=515 Len=0 SLE=806845 SRE=809565""";;;;;;;;;;;;;;;;;;;;;;;
"4046,""49.509625"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=800045 Ack=5682 Win=172 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"4047,""49.509741"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=5682 Ack=801405 Win=515 Len=0 SLE=806845 SRE=809565""";;;;;;;;;;;;;;;;;;;;;;;
"4048,""49.515989"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=801405 Ack=5682 Win=172 Len=2720""";;;;;;;;;;;;;;;;;;;;;;;
"4049,""49.515989"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52748 [ACK] Seq=1086641 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4050,""49.516217"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=5682 Ack=804125 Win=515 Len=0 SLE=806845 SRE=809565""";;;;;;;;;;;;;;;;;;;;;;;
"4051,""49.516341"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4041#1] 52748  >  80 [ACK] Seq=6993 Ack=1082561 Win=515 Len=0 SLE=1086641 SRE=1088001""";;;;;;;;;;;;;;;;;;;;;;;
"4052,""49.516578"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1088001 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4053,""49.516628"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4041#2] 52748  >  80 [ACK] Seq=6993 Ack=1082561 Win=515 Len=0 SLE=1086641 SRE=1089361""";;;;;;;;;;;;;;;;;;;;;;;
"4054,""49.517096"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1089361 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4055,""49.517150"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4041#3] 52748  >  80 [ACK] Seq=6993 Ack=1082561 Win=515 Len=0 SLE=1086641 SRE=1090721""";;;;;;;;;;;;;;;;;;;;;;;
"4056,""49.517452"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1090721 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4057,""49.517507"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4041#4] 52748  >  80 [ACK] Seq=6993 Ack=1082561 Win=515 Len=0 SLE=1086641 SRE=1092081""";;;;;;;;;;;;;;;;;;;;;;;
"4058,""49.521729"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52747 [ACK] Seq=688691 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4059,""49.521845"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4043#1] 52747  >  80 [ACK] Seq=4371 Ack=685971 Win=515 Len=0 SLE=688691 SRE=690051""";;;;;;;;;;;;;;;;;;;;;;;
"4060,""49.522131"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=690051 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4061,""49.522274"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4043#2] 52747  >  80 [ACK] Seq=4371 Ack=685971 Win=515 Len=0 SLE=688691 SRE=691411""";;;;;;;;;;;;;;;;;;;;;;;
"4062,""49.545701"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=804125 Ack=5682 Win=172 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"4063,""49.545824"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52755  >  80 [ACK] Seq=5682 Ack=805485 Win=515 Len=0 SLE=806845 SRE=809565""";;;;;;;;;;;;;;;;;;;;;;;
"4064,""49.551558"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=805485 Ack=5682 Win=172 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"4065,""49.551705"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5682 Ack=809565 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4066,""49.564708"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=810925 Ack=5682 Win=172 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4067,""49.564825"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4065#1] 52755  >  80 [ACK] Seq=5682 Ack=809565 Win=515 Len=0 SLE=810925 SRE=812285""";;;;;;;;;;;;;;;;;;;;;;;
"4068,""49.570629"",""192.229.232.240"",""192.168.43.22"",""TCP"",""2774"",""80  >  52748 [ACK] Seq=1092081 Ack=6993 Win=181 Len=2720 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4069,""49.570760"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4041#5] 52748  >  80 [ACK] Seq=6993 Ack=1082561 Win=515 Len=0 SLE=1086641 SRE=1094801""";;;;;;;;;;;;;;;;;;;;;;;
"4070,""49.571199"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1094801 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4071,""49.571244"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4041#6] 52748  >  80 [ACK] Seq=6993 Ack=1082561 Win=515 Len=0 SLE=1086641 SRE=1096161""";;;;;;;;;;;;;;;;;;;;;;;
"4072,""49.571521"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=809565 Ack=5682 Win=172 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"4073,""49.571579"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5682 Ack=812285 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4074,""49.577029"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1096161 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4075,""49.577029"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52747 [ACK] Seq=692771 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4076,""49.577156"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4041#7] 52748  >  80 [ACK] Seq=6993 Ack=1082561 Win=515 Len=0 SLE=1086641 SRE=1097521""";;;;;;;;;;;;;;;;;;;;;;;
"4077,""49.577263"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 4043#3] 52747  >  80 [ACK] Seq=4371 Ack=685971 Win=515 Len=0 SLE=692771 SRE=694131 SLE=688691 SRE=691411""";;;;;;;;;;;;;;;;;;;;;;;
"4078,""49.577632"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=694131 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4079,""49.577667"",""192.168.43.22"",""192.229.232.240"",""TCP"",""74"",""[TCP Dup ACK 4043#4] 52747  >  80 [ACK] Seq=4371 Ack=685971 Win=515 Len=0 SLE=692771 SRE=695491 SLE=688691 SRE=691411""";;;;;;;;;;;;;;;;;;;;;;;
"4080,""49.578137"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Out-Of-Order] 80  >  52747 [ACK] Seq=691411 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4081,""49.578241"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4043#5] 52747  >  80 [ACK] Seq=4371 Ack=685971 Win=515 Len=0 SLE=688691 SRE=695491""";;;;;;;;;;;;;;;;;;;;;;;
"4082,""49.585696"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Previous segment not captured] 80  >  52755 [ACK] Seq=813645 Ack=5682 Win=172 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4083,""49.585803"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4073#1] 52755  >  80 [ACK] Seq=5682 Ack=812285 Win=515 Len=0 SLE=813645 SRE=815005""";;;;;;;;;;;;;;;;;;;;;;;
"4084,""49.591718"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52755 [ACK] Seq=812285 Ack=5682 Win=172 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"4085,""49.591844"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52755  >  80 [ACK] Seq=5682 Ack=815005 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4086,""49.605693"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=1082561 Ack=6993 Win=181 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"4087,""49.605809"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=6993 Ack=1083921 Win=515 Len=0 SLE=1086641 SRE=1097521""";;;;;;;;;;;;;;;;;;;;;;;
"4088,""49.611534"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=1083921 Ack=6993 Win=181 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"4089,""49.611646"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""52748  >  80 [ACK] Seq=6993 Ack=1085281 Win=515 Len=0 SLE=1086641 SRE=1097521""";;;;;;;;;;;;;;;;;;;;;;;
"4090,""49.612117"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Retransmission] 80  >  52748 [ACK] Seq=1085281 Ack=6993 Win=181 Len=1360""";;;;;;;;;;;;;;;;;;;;;;;
"4091,""49.612174"",""192.168.43.22"",""192.229.232.240"",""TCP"",""54"",""52748  >  80 [ACK] Seq=6993 Ack=1097521 Win=515 Len=0""";;;;;;;;;;;;;;;;;;;;;;;
"4092,""49.617651"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52748 [ACK] Seq=1097521 Ack=6993 Win=181 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4093,""49.623784"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""80  >  52747 [ACK] Seq=695491 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
"4094,""49.623899"",""192.168.43.22"",""192.229.232.240"",""TCP"",""66"",""[TCP Dup ACK 4043#6] 52747  >  80 [ACK] Seq=4371 Ack=685971 Win=515 Len=0 SLE=688691 SRE=696851""";;;;;;;;;;;;;;;;;;;;;;;
"4095,""49.624189"",""192.229.232.240"",""192.168.43.22"",""TCP"",""1414"",""[TCP Fast Retransmission] 80  >  52747 [ACK] Seq=685971 Ack=4371 Win=175 Len=1360 [TCP segment of a reassembled PDU]""";;;;;;;;;;;;;;;;;;;;;;;
